field_code,account_number,sign_condition,description
7371,2831,NONE,Övriga skulder
7371,2832,NONE,Övriga skulder
7371,2833,NONE,Övriga skulder
7371,2834,NONE,Övriga skulder
7371,2835,NONE,Övriga skulder
7371,2836,NONE,Övriga skulder
7371,2837,NONE,Övriga skulder
7371,2838,NONE,Övriga skulder
7371,2839,NONE,Övriga skulder
7371,2840,NONE,Övriga skulder
7371,2841,NONE,Övriga skulder
7371,2842,NONE,Övriga skulder
7371,2843,NONE,Övriga skulder
7371,2844,NONE,Övriga skulder
7371,2845,NONE,Övriga skulder
7371,2846,NONE,Övriga skulder
7371,2847,NONE,Övriga skulder
7371,2848,NONE,Övriga skulder
7371,2849,NONE,Övriga skulder
7371,2850,NONE,Övriga skulder
7371,2851,NONE,Övriga skulder
7371,2852,NONE,Övriga skulder
7371,2853,NONE,Övriga skulder
7371,2854,NONE,Övriga skulder
7371,2855,NONE,Övriga skulder
7371,2856,NONE,Övriga skulder
7371,2857,NONE,Övriga skulder
7371,2858,NONE,Övriga skulder
7371,2859,NONE,Övriga skulder
7371,2860,NONE,Övriga skulder
7371,2861,NONE,Övriga skulder
7371,2862,NONE,Övriga skulder
7371,2863,NONE,Övriga skulder
7371,2864,NONE,Övriga skulder
7371,2865,NONE,Övriga skulder
7371,2866,NONE,Övriga skulder
7371,2867,NONE,Övriga skulder
7371,2868,NONE,Övriga skulder
7371,2869,NONE,Övriga skulder
7371,2870,NONE,Övriga skulder
7371,2871,NONE,Övriga skulder
7371,2872,NONE,Övriga skulder
7371,2873,NONE,Övriga skulder
7371,2874,NONE,Övriga skulder
7371,2875,NONE,Övriga skulder
7371,2876,NONE,Övriga skulder
7371,2877,NONE,Övriga skulder
7371,2878,NONE,Övriga skulder
7371,2879,NONE,Övriga skulder
7371,2880,NONE,Övriga skulder
7371,2881,NONE,Övriga skulder
7371,2882,NONE,Övriga skulder
7371,2883,NONE,Övriga skulder
7371,2884,NONE,Övriga skulder
7371,2885,NONE,Övriga skulder
7371,2886,NONE,Övriga skulder
7371,2887,NONE,Övriga skulder
7371,2888,NONE,Övriga skulder
7371,2889,NONE,Övriga skulder
7371,2890,NONE,Övriga skulder
7371,2891,NONE,Övriga skulder
7371,2892,NONE,Övriga skulder
7371,2893,NONE,Övriga skulder
7371,2894,NONE,Övriga skulder
7371,2895,NONE,Övriga skulder
7371,2896,NONE,Övriga skulder
7371,2897,NONE,Övriga skulder
7371,2898,NONE,Övriga skulder
7371,2899,NONE,Övriga skulder
7370,2900,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2901,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2902,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2903,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2904,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2905,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2906,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2907,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2908,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2909,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2910,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2911,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2912,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2913,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2914,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2915,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2916,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2917,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2918,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2919,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2920,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2921,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2922,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2923,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2924,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2925,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2926,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2927,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2928,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2929,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2930,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2931,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2932,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2933,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2934,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2935,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2936,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2937,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2938,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2939,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2940,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2941,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2942,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2943,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2944,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2945,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2946,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2947,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2948,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2949,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2950,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2951,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2952,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2953,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2954,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2955,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2956,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2957,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2958,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2959,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2960,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2961,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2962,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2963,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2964,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2965,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2966,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2967,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2968,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2969,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2970,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2971,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2972,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2973,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2974,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2975,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2976,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2977,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2978,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2979,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2980,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2981,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2982,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2983,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2984,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2985,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2986,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2987,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2988,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2989,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2990,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2991,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2992,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2993,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2994,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2995,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2996,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2997,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2998,NONE,Upplupna kostnader och förutbetalda intäkter
7370,2999,NONE,Upplupna kostnader och förutbetalda intäkter
7410,3000,NONE,Nettoomsättning
7410,3001,NONE,Nettoomsättning
7410,3002,NONE,Nettoomsättning
7410,3003,NONE,Nettoomsättning
7410,3004,NONE,Nettoomsättning
7410,3005,NONE,Nettoomsättning
7410,3006,NONE,Nettoomsättning
7410,3007,NONE,Nettoomsättning
7410,3008,NONE,Nettoomsättning
7410,3009,NONE,Nettoomsättning
7410,3010,NONE,Nettoomsättning
7410,3011,NONE,Nettoomsättning
7410,3012,NONE,Nettoomsättning
7410,3013,NONE,Nettoomsättning
7410,3014,NONE,Nettoomsättning
7410,3015,NONE,Nettoomsättning
7410,3016,NONE,Nettoomsättning
7410,3017,NONE,Nettoomsättning
7410,3018,NONE,Nettoomsättning
7410,3019,NONE,Nettoomsättning
7410,3020,NONE,Nettoomsättning
7410,3021,NONE,Nettoomsättning
7410,3022,NONE,Nettoomsättning
7410,3023,NONE,Nettoomsättning
7410,3024,NONE,Nettoomsättning
7410,3025,NONE,Nettoomsättning
7410,3026,NONE,Nettoomsättning
7410,3027,NONE,Nettoomsättning
7410,3028,NONE,Nettoomsättning
7410,3029,NONE,Nettoomsättning
7410,3030,NONE,Nettoomsättning
7410,3031,NONE,Nettoomsättning
7410,3032,NONE,Nettoomsättning
7410,3033,NONE,Nettoomsättning
7410,3034,NONE,Nettoomsättning
7410,3035,NONE,Nettoomsättning
7410,3036,NONE,Nettoomsättning
7410,3037,NONE,Nettoomsättning
7410,3038,NONE,Nettoomsättning
7410,3039,NONE,Nettoomsättning
7410,3040,NONE,Nettoomsättning
7410,3041,NONE,Nettoomsättning
7410,3042,NONE,Nettoomsättning
7410,3043,NONE,Nettoomsättning
7410,3044,NONE,Nettoomsättning
7410,3045,NONE,Nettoomsättning
7410,3046,NONE,Nettoomsättning
7410,3047,NONE,Nettoomsättning
7410,3048,NONE,Nettoomsättning
7410,3049,NONE,Nettoomsättning
7410,3050,NONE,Nettoomsättning
7410,3051,NONE,Nettoomsättning
7410,3052,NONE,Nettoomsättning
7410,3053,NONE,Nettoomsättning
7410,3054,NONE,Nettoomsättning
7410,3055,NONE,Nettoomsättning
7410,3056,NONE,Nettoomsättning
7410,3057,NONE,Nettoomsättning
7410,3058,NONE,Nettoomsättning
7410,3059,NONE,Nettoomsättning
7410,3060,NONE,Nettoomsättning
7410,3061,NONE,Nettoomsättning
7410,3062,NONE,Nettoomsättning
7410,3063,NONE,Nettoomsättning
7410,3064,NONE,Nettoomsättning
7410,3065,NONE,Nettoomsättning
7410,3066,NONE,Nettoomsättning
7410,3067,NONE,Nettoomsättning
7410,3068,NONE,Nettoomsättning
7410,3069,NONE,Nettoomsättning
7410,3070,NONE,Nettoomsättning
7410,3071,NONE,Nettoomsättning
7410,3072,NONE,Nettoomsättning
7410,3073,NONE,Nettoomsättning
7410,3074,NONE,Nettoomsättning
7410,3075,NONE,Nettoomsättning
7410,3076,NONE,Nettoomsättning
7410,3077,NONE,Nettoomsättning
7410,3078,NONE,Nettoomsättning
7410,3079,NONE,Nettoomsättning
7410,3080,NONE,Nettoomsättning
7410,3081,NONE,Nettoomsättning
7410,3082,NONE,Nettoomsättning
7410,3083,NONE,Nettoomsättning
7410,3084,NONE,Nettoomsättning
7410,3085,NONE,Nettoomsättning
7410,3086,NONE,Nettoomsättning
7410,3087,NONE,Nettoomsättning
7410,3088,NONE,Nettoomsättning
7410,3089,NONE,Nettoomsättning
7410,3090,NONE,Nettoomsättning
7410,3091,NONE,Nettoomsättning
7410,3092,NONE,Nettoomsättning
7410,3093,NONE,Nettoomsättning
7410,3094,NONE,Nettoomsättning
7410,3095,NONE,Nettoomsättning
7410,3096,NONE,Nettoomsättning
7410,3097,NONE,Nettoomsättning
7410,3098,NONE,Nettoomsättning
7410,3099,NONE,Nettoomsättning
7410,3100,NONE,Nettoomsättning
7410,3101,NONE,Nettoomsättning
7410,3102,NONE,Nettoomsättning
7410,3103,NONE,Nettoomsättning
7410,3104,NONE,Nettoomsättning
7410,3105,NONE,Nettoomsättning
7410,3106,NONE,Nettoomsättning
7410,3107,NONE,Nettoomsättning
7410,3108,NONE,Nettoomsättning
7410,3109,NONE,Nettoomsättning
7410,3110,NONE,Nettoomsättning
7410,3111,NONE,Nettoomsättning
7410,3112,NONE,Nettoomsättning
7410,3113,NONE,Nettoomsättning
7410,3114,NONE,Nettoomsättning
7410,3115,NONE,Nettoomsättning
7410,3116,NONE,Nettoomsättning
7410,3117,NONE,Nettoomsättning
7410,3118,NONE,Nettoomsättning
7410,3119,NONE,Nettoomsättning
7410,3120,NONE,Nettoomsättning
7410,3121,NONE,Nettoomsättning
7410,3122,NONE,Nettoomsättning
7410,3123,NONE,Nettoomsättning
7410,3124,NONE,Nettoomsättning
7410,3125,NONE,Nettoomsättning
7410,3126,NONE,Nettoomsättning
7410,3127,NONE,Nettoomsättning
7410,3128,NONE,Nettoomsättning
7410,3129,NONE,Nettoomsättning
7410,3130,NONE,Nettoomsättning
7410,3131,NONE,Nettoomsättning
7410,3132,NONE,Nettoomsättning
7410,3133,NONE,Nettoomsättning
7410,3134,NONE,Nettoomsättning
7410,3135,NONE,Nettoomsättning
7410,3136,NONE,Nettoomsättning
7410,3137,NONE,Nettoomsättning
7410,3138,NONE,Nettoomsättning
7410,3139,NONE,Nettoomsättning
7410,3140,NONE,Nettoomsättning
7410,3141,NONE,Nettoomsättning
7410,3142,NONE,Nettoomsättning
7410,3143,NONE,Nettoomsättning
7410,3144,NONE,Nettoomsättning
7410,3145,NONE,Nettoomsättning
7410,3146,NONE,Nettoomsättning
7410,3147,NONE,Nettoomsättning
7410,3148,NONE,Nettoomsättning
7410,3149,NONE,Nettoomsättning
7410,3150,NONE,Nettoomsättning
7410,3151,NONE,Nettoomsättning
7410,3152,NONE,Nettoomsättning
7410,3153,NONE,Nettoomsättning
7410,3154,NONE,Nettoomsättning
7410,3155,NONE,Nettoomsättning
7410,3156,NONE,Nettoomsättning
7410,3157,NONE,Nettoomsättning
7410,3158,NONE,Nettoomsättning
7410,3159,NONE,Nettoomsättning
7410,3160,NONE,Nettoomsättning
7410,3161,NONE,Nettoomsättning
7410,3162,NONE,Nettoomsättning
7410,3163,NONE,Nettoomsättning
7410,3164,NONE,Nettoomsättning
7410,3165,NONE,Nettoomsättning
7410,3166,NONE,Nettoomsättning
7410,3167,NONE,Nettoomsättning
7410,3168,NONE,Nettoomsättning
7410,3169,NONE,Nettoomsättning
7410,3170,NONE,Nettoomsättning
7410,3171,NONE,Nettoomsättning
7410,3172,NONE,Nettoomsättning
7410,3173,NONE,Nettoomsättning
7410,3174,NONE,Nettoomsättning
7410,3175,NONE,Nettoomsättning
7410,3176,NONE,Nettoomsättning
7410,3177,NONE,Nettoomsättning
7410,3178,NONE,Nettoomsättning
7410,3179,NONE,Nettoomsättning
7410,3180,NONE,Nettoomsättning
7410,3181,NONE,Nettoomsättning
7410,3182,NONE,Nettoomsättning
7410,3183,NONE,Nettoomsättning
7410,3184,NONE,Nettoomsättning
7410,3185,NONE,Nettoomsättning
7410,3186,NONE,Nettoomsättning
7410,3187,NONE,Nettoomsättning
7410,3188,NONE,Nettoomsättning
7410,3189,NONE,Nettoomsättning
7410,3190,NONE,Nettoomsättning
7410,3191,NONE,Nettoomsättning
7410,3192,NONE,Nettoomsättning
7410,3193,NONE,Nettoomsättning
7410,3194,NONE,Nettoomsättning
7410,3195,NONE,Nettoomsättning
7410,3196,NONE,Nettoomsättning
7410,3197,NONE,Nettoomsättning
7410,3198,NONE,Nettoomsättning
7410,3199,NONE,Nettoomsättning
7410,3200,NONE,Nettoomsättning
7410,3201,NONE,Nettoomsättning
7410,3202,NONE,Nettoomsättning
7410,3203,NONE,Nettoomsättning
7410,3204,NONE,Nettoomsättning
7410,3205,NONE,Nettoomsättning
7410,3206,NONE,Nettoomsättning
7410,3207,NONE,Nettoomsättning
7410,3208,NONE,Nettoomsättning
7410,3209,NONE,Nettoomsättning
7410,3210,NONE,Nettoomsättning
7410,3211,NONE,Nettoomsättning
7410,3212,NONE,Nettoomsättning
7410,3213,NONE,Nettoomsättning
7410,3214,NONE,Nettoomsättning
7410,3215,NONE,Nettoomsättning
7410,3216,NONE,Nettoomsättning
7410,3217,NONE,Nettoomsättning
7410,3218,NONE,Nettoomsättning
7410,3219,NONE,Nettoomsättning
7410,3220,NONE,Nettoomsättning
7410,3221,NONE,Nettoomsättning
7410,3222,NONE,Nettoomsättning
7410,3223,NONE,Nettoomsättning
7410,3224,NONE,Nettoomsättning
7410,3225,NONE,Nettoomsättning
7410,3226,NONE,Nettoomsättning
7410,3227,NONE,Nettoomsättning
7410,3228,NONE,Nettoomsättning
7410,3229,NONE,Nettoomsättning
7410,3230,NONE,Nettoomsättning
7410,3231,NONE,Nettoomsättning
7410,3232,NONE,Nettoomsättning
7410,3233,NONE,Nettoomsättning
7410,3234,NONE,Nettoomsättning
7410,3235,NONE,Nettoomsättning
7410,3236,NONE,Nettoomsättning
7410,3237,NONE,Nettoomsättning
7410,3238,NONE,Nettoomsättning
7410,3239,NONE,Nettoomsättning
7410,3240,NONE,Nettoomsättning
7410,3241,NONE,Nettoomsättning
7410,3242,NONE,Nettoomsättning
7410,3243,NONE,Nettoomsättning
7410,3244,NONE,Nettoomsättning
7410,3245,NONE,Nettoomsättning
7410,3246,NONE,Nettoomsättning
7410,3247,NONE,Nettoomsättning
7410,3248,NONE,Nettoomsättning
7410,3249,NONE,Nettoomsättning
7410,3250,NONE,Nettoomsättning
7410,3251,NONE,Nettoomsättning
7410,3252,NONE,Nettoomsättning
7410,3253,NONE,Nettoomsättning
7410,3254,NONE,Nettoomsättning
7410,3255,NONE,Nettoomsättning
7410,3256,NONE,Nettoomsättning
7410,3257,NONE,Nettoomsättning
7410,3258,NONE,Nettoomsättning
7410,3259,NONE,Nettoomsättning
7410,3260,NONE,Nettoomsättning
7410,3261,NONE,Nettoomsättning
7410,3262,NONE,Nettoomsättning
7410,3263,NONE,Nettoomsättning
7410,3264,NONE,Nettoomsättning
7410,3265,NONE,Nettoomsättning
7410,3266,NONE,Nettoomsättning
7410,3267,NONE,Nettoomsättning
7410,3268,NONE,Nettoomsättning
7410,3269,NONE,Nettoomsättning
7410,3270,NONE,Nettoomsättning
7410,3271,NONE,Nettoomsättning
7410,3272,NONE,Nettoomsättning
7410,3273,NONE,Nettoomsättning
7410,3274,NONE,Nettoomsättning
7410,3275,NONE,Nettoomsättning
7410,3276,NONE,Nettoomsättning
7410,3277,NONE,Nettoomsättning
7410,3278,NONE,Nettoomsättning
7410,3279,NONE,Nettoomsättning
7410,3280,NONE,Nettoomsättning
7410,3281,NONE,Nettoomsättning
7410,3282,NONE,Nettoomsättning
7410,3283,NONE,Nettoomsättning
7410,3284,NONE,Nettoomsättning
7410,3285,NONE,Nettoomsättning
7410,3286,NONE,Nettoomsättning
7410,3287,NONE,Nettoomsättning
7410,3288,NONE,Nettoomsättning
7410,3289,NONE,Nettoomsättning
7410,3290,NONE,Nettoomsättning
7410,3291,NONE,Nettoomsättning
7410,3292,NONE,Nettoomsättning
7410,3293,NONE,Nettoomsättning
7410,3294,NONE,Nettoomsättning
7410,3295,NONE,Nettoomsättning
7410,3296,NONE,Nettoomsättning
7410,3297,NONE,Nettoomsättning
7410,3298,NONE,Nettoomsättning
7410,3299,NONE,Nettoomsättning
7410,3300,NONE,Nettoomsättning
7410,3301,NONE,Nettoomsättning
7410,3302,NONE,Nettoomsättning
7410,3303,NONE,Nettoomsättning
7410,3304,NONE,Nettoomsättning
7410,3305,NONE,Nettoomsättning
7410,3306,NONE,Nettoomsättning
7410,3307,NONE,Nettoomsättning
7410,3308,NONE,Nettoomsättning
7410,3309,NONE,Nettoomsättning
7410,3310,NONE,Nettoomsättning
7410,3311,NONE,Nettoomsättning
7410,3312,NONE,Nettoomsättning
7410,3313,NONE,Nettoomsättning
7410,3314,NONE,Nettoomsättning
7410,3315,NONE,Nettoomsättning
7410,3316,NONE,Nettoomsättning
7410,3317,NONE,Nettoomsättning
7410,3318,NONE,Nettoomsättning
7410,3319,NONE,Nettoomsättning
7410,3320,NONE,Nettoomsättning
7410,3321,NONE,Nettoomsättning
7410,3322,NONE,Nettoomsättning
7410,3323,NONE,Nettoomsättning
7410,3324,NONE,Nettoomsättning
7410,3325,NONE,Nettoomsättning
7410,3326,NONE,Nettoomsättning
7410,3327,NONE,Nettoomsättning
7410,3328,NONE,Nettoomsättning
7410,3329,NONE,Nettoomsättning
7410,3330,NONE,Nettoomsättning
7410,3331,NONE,Nettoomsättning
7410,3332,NONE,Nettoomsättning
7410,3333,NONE,Nettoomsättning
7410,3334,NONE,Nettoomsättning
7410,3335,NONE,Nettoomsättning
7410,3336,NONE,Nettoomsättning
7410,3337,NONE,Nettoomsättning
7410,3338,NONE,Nettoomsättning
7410,3339,NONE,Nettoomsättning
7410,3340,NONE,Nettoomsättning
7410,3341,NONE,Nettoomsättning
7410,3342,NONE,Nettoomsättning
7410,3343,NONE,Nettoomsättning
7410,3344,NONE,Nettoomsättning
7410,3345,NONE,Nettoomsättning
7410,3346,NONE,Nettoomsättning
7410,3347,NONE,Nettoomsättning
7410,3348,NONE,Nettoomsättning
7410,3349,NONE,Nettoomsättning
7410,3350,NONE,Nettoomsättning
7410,3351,NONE,Nettoomsättning
7410,3352,NONE,Nettoomsättning
7410,3353,NONE,Nettoomsättning
7410,3354,NONE,Nettoomsättning
7410,3355,NONE,Nettoomsättning
7410,3356,NONE,Nettoomsättning
7410,3357,NONE,Nettoomsättning
7410,3358,NONE,Nettoomsättning
7410,3359,NONE,Nettoomsättning
7410,3360,NONE,Nettoomsättning
7410,3361,NONE,Nettoomsättning
7410,3362,NONE,Nettoomsättning
7410,3363,NONE,Nettoomsättning
7410,3364,NONE,Nettoomsättning
7410,3365,NONE,Nettoomsättning
7410,3366,NONE,Nettoomsättning
7410,3367,NONE,Nettoomsättning
7410,3368,NONE,Nettoomsättning
7410,3369,NONE,Nettoomsättning
7410,3370,NONE,Nettoomsättning
7410,3371,NONE,Nettoomsättning
7410,3372,NONE,Nettoomsättning
7410,3373,NONE,Nettoomsättning
7410,3374,NONE,Nettoomsättning
7410,3375,NONE,Nettoomsättning
7410,3376,NONE,Nettoomsättning
7410,3377,NONE,Nettoomsättning
7410,3378,NONE,Nettoomsättning
7410,3379,NONE,Nettoomsättning
7410,3380,NONE,Nettoomsättning
7410,3381,NONE,Nettoomsättning
7410,3382,NONE,Nettoomsättning
7410,3383,NONE,Nettoomsättning
7410,3384,NONE,Nettoomsättning
7410,3385,NONE,Nettoomsättning
7410,3386,NONE,Nettoomsättning
7410,3387,NONE,Nettoomsättning
7410,3388,NONE,Nettoomsättning
7410,3389,NONE,Nettoomsättning
7410,3390,NONE,Nettoomsättning
7410,3391,NONE,Nettoomsättning
7410,3392,NONE,Nettoomsättning
7410,3393,NONE,Nettoomsättning
7410,3394,NONE,Nettoomsättning
7410,3395,NONE,Nettoomsättning
7410,3396,NONE,Nettoomsättning
7410,3397,NONE,Nettoomsättning
7410,3398,NONE,Nettoomsättning
7410,3399,NONE,Nettoomsättning
7410,3400,NONE,Nettoomsättning
7410,3401,NONE,Nettoomsättning
7410,3402,NONE,Nettoomsättning
7410,3403,NONE,Nettoomsättning
7410,3404,NONE,Nettoomsättning
7410,3405,NONE,Nettoomsättning
7410,3406,NONE,Nettoomsättning
7410,3407,NONE,Nettoomsättning
7410,3408,NONE,Nettoomsättning
7410,3409,NONE,Nettoomsättning
7410,3410,NONE,Nettoomsättning
7410,3411,NONE,Nettoomsättning
7410,3412,NONE,Nettoomsättning
7410,3413,NONE,Nettoomsättning
7410,3414,NONE,Nettoomsättning
7410,3415,NONE,Nettoomsättning
7410,3416,NONE,Nettoomsättning
7410,3417,NONE,Nettoomsättning
7410,3418,NONE,Nettoomsättning
7410,3419,NONE,Nettoomsättning
7410,3420,NONE,Nettoomsättning
7410,3421,NONE,Nettoomsättning
7410,3422,NONE,Nettoomsättning
7410,3423,NONE,Nettoomsättning
7410,3424,NONE,Nettoomsättning
7410,3425,NONE,Nettoomsättning
7410,3426,NONE,Nettoomsättning
7410,3427,NONE,Nettoomsättning
7410,3428,NONE,Nettoomsättning
7410,3429,NONE,Nettoomsättning
7410,3430,NONE,Nettoomsättning
7410,3431,NONE,Nettoomsättning
7410,3432,NONE,Nettoomsättning
7410,3433,NONE,Nettoomsättning
7410,3434,NONE,Nettoomsättning
7410,3435,NONE,Nettoomsättning
7410,3436,NONE,Nettoomsättning
7410,3437,NONE,Nettoomsättning
7410,3438,NONE,Nettoomsättning
7410,3439,NONE,Nettoomsättning
7410,3440,NONE,Nettoomsättning
7410,3441,NONE,Nettoomsättning
7410,3442,NONE,Nettoomsättning
7410,3443,NONE,Nettoomsättning
7410,3444,NONE,Nettoomsättning
7410,3445,NONE,Nettoomsättning
7410,3446,NONE,Nettoomsättning
7410,3447,NONE,Nettoomsättning
7410,3448,NONE,Nettoomsättning
7410,3449,NONE,Nettoomsättning
7410,3450,NONE,Nettoomsättning
7410,3451,NONE,Nettoomsättning
7410,3452,NONE,Nettoomsättning
7410,3453,NONE,Nettoomsättning
7410,3454,NONE,Nettoomsättning
7410,3455,NONE,Nettoomsättning
7410,3456,NONE,Nettoomsättning
7410,3457,NONE,Nettoomsättning
7410,3458,NONE,Nettoomsättning
7410,3459,NONE,Nettoomsättning
7410,3460,NONE,Nettoomsättning
7410,3461,NONE,Nettoomsättning
7410,3462,NONE,Nettoomsättning
7410,3463,NONE,Nettoomsättning
7410,3464,NONE,Nettoomsättning
7410,3465,NONE,Nettoomsättning
7410,3466,NONE,Nettoomsättning
7410,3467,NONE,Nettoomsättning
7410,3468,NONE,Nettoomsättning
7410,3469,NONE,Nettoomsättning
7410,3470,NONE,Nettoomsättning
7410,3471,NONE,Nettoomsättning
7410,3472,NONE,Nettoomsättning
7410,3473,NONE,Nettoomsättning
7410,3474,NONE,Nettoomsättning
7410,3475,NONE,Nettoomsättning
7410,3476,NONE,Nettoomsättning
7410,3477,NONE,Nettoomsättning
7410,3478,NONE,Nettoomsättning
7410,3479,NONE,Nettoomsättning
7410,3480,NONE,Nettoomsättning
7410,3481,NONE,Nettoomsättning
7410,3482,NONE,Nettoomsättning
7410,3483,NONE,Nettoomsättning
7410,3484,NONE,Nettoomsättning
7410,3485,NONE,Nettoomsättning
7410,3486,NONE,Nettoomsättning
7410,3487,NONE,Nettoomsättning
7410,3488,NONE,Nettoomsättning
7410,3489,NONE,Nettoomsättning
7410,3490,NONE,Nettoomsättning
7410,3491,NONE,Nettoomsättning
7410,3492,NONE,Nettoomsättning
7410,3493,NONE,Nettoomsättning
7410,3494,NONE,Nettoomsättning
7410,3495,NONE,Nettoomsättning
7410,3496,NONE,Nettoomsättning
7410,3497,NONE,Nettoomsättning
7410,3498,NONE,Nettoomsättning
7410,3499,NONE,Nettoomsättning
7410,3500,NONE,Nettoomsättning
7410,3501,NONE,Nettoomsättning
7410,3502,NONE,Nettoomsättning
7410,3503,NONE,Nettoomsättning
7410,3504,NONE,Nettoomsättning
7410,3505,NONE,Nettoomsättning
7410,3506,NONE,Nettoomsättning
