field_code,account_number,sign_condition,description
7200,1000,NONE,Immateriella anläggningstillgångar
7200,1001,NONE,Immateriella anläggningstillgångar
7200,1002,NONE,Immateriella anläggningstillgångar
7200,1003,NONE,Immateriella anläggningstillgångar
7200,1004,NONE,Immateriella anläggningstillgångar
7200,1005,NONE,Immateriella anläggningstillgångar
7200,1006,NONE,Immateriella anläggningstillgångar
7200,1007,NONE,Immateriella anläggningstillgångar
7200,1008,NONE,Immateriella anläggningstillgångar
7200,1009,NONE,Immateriella anläggningstillgångar
7200,1010,NONE,Immateriella anläggningstillgångar
7200,1011,NONE,Immateriella anläggningstillgångar
7200,1012,NONE,Immateriella anläggningstillgångar
7200,1013,NONE,Immateriella anläggningstillgångar
7200,1014,NONE,Immateriella anläggningstillgångar
7200,1015,NONE,Immateriella anläggningstillgångar
7200,1016,NONE,Immateriella anläggningstillgångar
7200,1017,NONE,Immateriella anläggningstillgångar
7200,1018,NONE,Immateriella anläggningstillgångar
7200,1019,NONE,Immateriella anläggningstillgångar
7200,1020,NONE,Immateriella anläggningstillgångar
7200,1021,NONE,Immateriella anläggningstillgångar
7200,1022,NONE,Immateriella anläggningstillgångar
7200,1023,NONE,Immateriella anläggningstillgångar
7200,1024,NONE,Immateriella anläggningstillgångar
7200,1025,NONE,Immateriella anläggningstillgångar
7200,1026,NONE,Immateriella anläggningstillgångar
7200,1027,NONE,Immateriella anläggningstillgångar
7200,1028,NONE,Immateriella anläggningstillgångar
7200,1029,NONE,Immateriella anläggningstillgångar
7200,1030,NONE,Immateriella anläggningstillgångar
7200,1031,NONE,Immateriella anläggningstillgångar
7200,1032,NONE,Immateriella anläggningstillgångar
7200,1033,NONE,Immateriella anläggningstillgångar
7200,1034,NONE,Immateriella anläggningstillgångar
7200,1035,NONE,Immateriella anläggningstillgångar
7200,1036,NONE,Immateriella anläggningstillgångar
7200,1037,NONE,Immateriella anläggningstillgångar
7200,1038,NONE,Immateriella anläggningstillgångar
7200,1039,NONE,Immateriella anläggningstillgångar
7200,1040,NONE,Immateriella anläggningstillgångar
7200,1041,NONE,Immateriella anläggningstillgångar
7200,1042,NONE,Immateriella anläggningstillgångar
7200,1043,NONE,Immateriella anläggningstillgångar
7200,1044,NONE,Immateriella anläggningstillgångar
7200,1045,NONE,Immateriella anläggningstillgångar
7200,1046,NONE,Immateriella anläggningstillgångar
7200,1047,NONE,Immateriella anläggningstillgångar
7200,1048,NONE,Immateriella anläggningstillgångar
7200,1049,NONE,Immateriella anläggningstillgångar
7200,1050,NONE,Immateriella anläggningstillgångar
7200,1051,NONE,Immateriella anläggningstillgångar
7200,1052,NONE,Immateriella anläggningstillgångar
7200,1053,NONE,Immateriella anläggningstillgångar
7200,1054,NONE,Immateriella anläggningstillgångar
7200,1055,NONE,Immateriella anläggningstillgångar
7200,1056,NONE,Immateriella anläggningstillgångar
7200,1057,NONE,Immateriella anläggningstillgångar
7200,1058,NONE,Immateriella anläggningstillgångar
7200,1059,NONE,Immateriella anläggningstillgångar
7200,1060,NONE,Immateriella anläggningstillgångar
7200,1061,NONE,Immateriella anläggningstillgångar
7200,1062,NONE,Immateriella anläggningstillgångar
7200,1063,NONE,Immateriella anläggningstillgångar
7200,1064,NONE,Immateriella anläggningstillgångar
7200,1065,NONE,Immateriella anläggningstillgångar
7200,1066,NONE,Immateriella anläggningstillgångar
7200,1067,NONE,Immateriella anläggningstillgångar
7200,1068,NONE,Immateriella anläggningstillgångar
7200,1069,NONE,Immateriella anläggningstillgångar
7200,1070,NONE,Immateriella anläggningstillgångar
7200,1071,NONE,Immateriella anläggningstillgångar
7200,1072,NONE,Immateriella anläggningstillgångar
7200,1073,NONE,Immateriella anläggningstillgångar
7200,1074,NONE,Immateriella anläggningstillgångar
7200,1075,NONE,Immateriella anläggningstillgångar
7200,1076,NONE,Immateriella anläggningstillgångar
7200,1077,NONE,Immateriella anläggningstillgångar
7200,1078,NONE,Immateriella anläggningstillgångar
7200,1079,NONE,Immateriella anläggningstillgångar
7200,1080,NONE,Immateriella anläggningstillgångar
7200,1081,NONE,Immateriella anläggningstillgångar
7200,1082,NONE,Immateriella anläggningstillgångar
7200,1083,NONE,Immateriella anläggningstillgångar
7200,1084,NONE,Immateriella anläggningstillgångar
7200,1085,NONE,Immateriella anläggningstillgångar
7200,1086,NONE,Immateriella anläggningstillgångar
7200,1087,NONE,Immateriella anläggningstillgångar
7200,1088,NONE,Immateriella anläggningstillgångar
7200,1089,NONE,Immateriella anläggningstillgångar
7200,1090,NONE,Immateriella anläggningstillgångar
7200,1091,NONE,Immateriella anläggningstillgångar
7200,1092,NONE,Immateriella anläggningstillgångar
7200,1093,NONE,Immateriella anläggningstillgångar
7200,1094,NONE,Immateriella anläggningstillgångar
7200,1095,NONE,Immateriella anläggningstillgångar
7200,1096,NONE,Immateriella anläggningstillgångar
7200,1097,NONE,Immateriella anläggningstillgångar
7200,1098,NONE,Immateriella anläggningstillgångar
7200,1099,NONE,Immateriella anläggningstillgångar
7210,1100,NONE,Byggnader och markanläggningar
7210,1101,NONE,Byggnader och markanläggningar
7210,1102,NONE,Byggnader och markanläggningar
7210,1103,NONE,Byggnader och markanläggningar
7210,1104,NONE,Byggnader och markanläggningar
7210,1105,NONE,Byggnader och markanläggningar
7210,1106,NONE,Byggnader och markanläggningar
7210,1107,NONE,Byggnader och markanläggningar
7210,1108,NONE,Byggnader och markanläggningar
7210,1109,NONE,Byggnader och markanläggningar
7210,1110,NONE,Byggnader och markanläggningar
7210,1111,NONE,Byggnader och markanläggningar
7210,1112,NONE,Byggnader och markanläggningar
7210,1113,NONE,Byggnader och markanläggningar
7210,1114,NONE,Byggnader och markanläggningar
7210,1115,NONE,Byggnader och markanläggningar
7210,1116,NONE,Byggnader och markanläggningar
7210,1117,NONE,Byggnader och markanläggningar
7210,1118,NONE,Byggnader och markanläggningar
7210,1119,NONE,Byggnader och markanläggningar
7210,1120,NONE,Byggnader och markanläggningar
7210,1121,NONE,Byggnader och markanläggningar
7210,1122,NONE,Byggnader och markanläggningar
7210,1123,NONE,Byggnader och markanläggningar
7210,1124,NONE,Byggnader och markanläggningar
7210,1125,NONE,Byggnader och markanläggningar
7210,1126,NONE,Byggnader och markanläggningar
7210,1127,NONE,Byggnader och markanläggningar
7210,1128,NONE,Byggnader och markanläggningar
7210,1129,NONE,Byggnader och markanläggningar
7211,1130,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1131,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1132,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1133,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1134,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1135,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1136,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1137,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1138,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1139,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1140,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1141,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1142,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1143,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1144,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1145,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1146,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1147,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1148,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1149,NONE,Mark och andra tillgångar som inte får skrivas av
7210,1150,NONE,Byggnader och markanläggningar
7210,1151,NONE,Byggnader och markanläggningar
7210,1152,NONE,Byggnader och markanläggningar
7210,1153,NONE,Byggnader och markanläggningar
7210,1154,NONE,Byggnader och markanläggningar
7210,1155,NONE,Byggnader och markanläggningar
7210,1156,NONE,Byggnader och markanläggningar
7210,1157,NONE,Byggnader och markanläggningar
7210,1158,NONE,Byggnader och markanläggningar
7210,1159,NONE,Byggnader och markanläggningar
7210,1160,NONE,Byggnader och markanläggningar
7210,1161,NONE,Byggnader och markanläggningar
7210,1162,NONE,Byggnader och markanläggningar
7210,1163,NONE,Byggnader och markanläggningar
7210,1164,NONE,Byggnader och markanläggningar
7210,1165,NONE,Byggnader och markanläggningar
7210,1166,NONE,Byggnader och markanläggningar
7210,1167,NONE,Byggnader och markanläggningar
7210,1168,NONE,Byggnader och markanläggningar
7210,1169,NONE,Byggnader och markanläggningar
7210,1170,NONE,Byggnader och markanläggningar
7210,1171,NONE,Byggnader och markanläggningar
7210,1172,NONE,Byggnader och markanläggningar
7210,1173,NONE,Byggnader och markanläggningar
7210,1174,NONE,Byggnader och markanläggningar
7210,1175,NONE,Byggnader och markanläggningar
7210,1176,NONE,Byggnader och markanläggningar
7210,1177,NONE,Byggnader och markanläggningar
7210,1178,NONE,Byggnader och markanläggningar
7210,1179,NONE,Byggnader och markanläggningar
7211,1180,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1181,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1182,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1183,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1184,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1185,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1186,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1187,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1188,NONE,Mark och andra tillgångar som inte får skrivas av
7211,1189,NONE,Mark och andra tillgångar som inte får skrivas av
7210,1190,NONE,Byggnader och markanläggningar
7210,1191,NONE,Byggnader och markanläggningar
7210,1192,NONE,Byggnader och markanläggningar
7210,1193,NONE,Byggnader och markanläggningar
7210,1194,NONE,Byggnader och markanläggningar
7210,1195,NONE,Byggnader och markanläggningar
7210,1196,NONE,Byggnader och markanläggningar
7210,1197,NONE,Byggnader och markanläggningar
7210,1198,NONE,Byggnader och markanläggningar
7210,1199,NONE,Byggnader och markanläggningar
7212,1200,NONE,Maskiner och inventarier
7212,1201,NONE,Maskiner och inventarier
7212,1202,NONE,Maskiner och inventarier
7212,1203,NONE,Maskiner och inventarier
7212,1204,NONE,Maskiner och inventarier
7212,1205,NONE,Maskiner och inventarier
7212,1206,NONE,Maskiner och inventarier
7212,1207,NONE,Maskiner och inventarier
7212,1208,NONE,Maskiner och inventarier
7212,1209,NONE,Maskiner och inventarier
7212,1210,NONE,Maskiner och inventarier
7212,1211,NONE,Maskiner och inventarier
7212,1212,NONE,Maskiner och inventarier
7212,1213,NONE,Maskiner och inventarier
7212,1214,NONE,Maskiner och inventarier
7212,1215,NONE,Maskiner och inventarier
7212,1216,NONE,Maskiner och inventarier
7212,1217,NONE,Maskiner och inventarier
7212,1218,NONE,Maskiner och inventarier
7212,1219,NONE,Maskiner och inventarier
7212,1220,NONE,Maskiner och inventarier
7212,1221,NONE,Maskiner och inventarier
7212,1222,NONE,Maskiner och inventarier
7212,1223,NONE,Maskiner och inventarier
7212,1224,NONE,Maskiner och inventarier
7212,1225,NONE,Maskiner och inventarier
7212,1226,NONE,Maskiner och inventarier
7212,1227,NONE,Maskiner och inventarier
7212,1228,NONE,Maskiner och inventarier
7212,1229,NONE,Maskiner och inventarier
7212,1230,NONE,Maskiner och inventarier
7212,1231,NONE,Maskiner och inventarier
7212,1232,NONE,Maskiner och inventarier
7212,1233,NONE,Maskiner och inventarier
7212,1234,NONE,Maskiner och inventarier
7212,1235,NONE,Maskiner och inventarier
7212,1236,NONE,Maskiner och inventarier
7212,1237,NONE,Maskiner och inventarier
7212,1238,NONE,Maskiner och inventarier
7212,1239,NONE,Maskiner och inventarier
7212,1240,NONE,Maskiner och inventarier
7212,1241,NONE,Maskiner och inventarier
7212,1242,NONE,Maskiner och inventarier
7212,1243,NONE,Maskiner och inventarier
7212,1244,NONE,Maskiner och inventarier
7212,1245,NONE,Maskiner och inventarier
7212,1246,NONE,Maskiner och inventarier
7212,1247,NONE,Maskiner och inventarier
7212,1248,NONE,Maskiner och inventarier
7212,1249,NONE,Maskiner och inventarier
7212,1250,NONE,Maskiner och inventarier
7212,1251,NONE,Maskiner och inventarier
7212,1252,NONE,Maskiner och inventarier
7212,1253,NONE,Maskiner och inventarier
7212,1254,NONE,Maskiner och inventarier
7212,1255,NONE,Maskiner och inventarier
7212,1256,NONE,Maskiner och inventarier
7212,1257,NONE,Maskiner och inventarier
7212,1258,NONE,Maskiner och inventarier
7212,1259,NONE,Maskiner och inventarier
7212,1260,NONE,Maskiner och inventarier
7212,1261,NONE,Maskiner och inventarier
7212,1262,NONE,Maskiner och inventarier
7212,1263,NONE,Maskiner och inventarier
7212,1264,NONE,Maskiner och inventarier
7212,1265,NONE,Maskiner och inventarier
7212,1266,NONE,Maskiner och inventarier
7212,1267,NONE,Maskiner och inventarier
7212,1268,NONE,Maskiner och inventarier
7212,1269,NONE,Maskiner och inventarier
7212,1270,NONE,Maskiner och inventarier
7212,1271,NONE,Maskiner och inventarier
7212,1272,NONE,Maskiner och inventarier
7212,1273,NONE,Maskiner och inventarier
7212,1274,NONE,Maskiner och inventarier
7212,1275,NONE,Maskiner och inventarier
7212,1276,NONE,Maskiner och inventarier
7212,1277,NONE,Maskiner och inventarier
7212,1278,NONE,Maskiner och inventarier
7212,1279,NONE,Maskiner och inventarier
7212,1280,NONE,Maskiner och inventarier
7212,1281,NONE,Maskiner och inventarier
7212,1282,NONE,Maskiner och inventarier
7212,1283,NONE,Maskiner och inventarier
7212,1284,NONE,Maskiner och inventarier
7212,1285,NONE,Maskiner och inventarier
7212,1286,NONE,Maskiner och inventarier
7212,1287,NONE,Maskiner och inventarier
7212,1288,NONE,Maskiner och inventarier
7212,1289,NONE,Maskiner och inventarier
7212,1290,NONE,Maskiner och inventarier
7211,1291,NONE,Mark och andra tillgångar som inte får skrivas av
7212,1292,NONE,Maskiner och inventarier
7212,1293,NONE,Maskiner och inventarier
7212,1294,NONE,Maskiner och inventarier
7212,1295,NONE,Maskiner och inventarier
7212,1296,NONE,Maskiner och inventarier
7212,1297,NONE,Maskiner och inventarier
7212,1298,NONE,Maskiner och inventarier
7212,1299,NONE,Maskiner och inventarier
7213,1300,NONE,Övriga anläggningstillgångar
7213,1301,NONE,Övriga anläggningstillgångar
7213,1302,NONE,Övriga anläggningstillgångar
7213,1303,NONE,Övriga anläggningstillgångar
7213,1304,NONE,Övriga anläggningstillgångar
7213,1305,NONE,Övriga anläggningstillgångar
7213,1306,NONE,Övriga anläggningstillgångar
7213,1307,NONE,Övriga anläggningstillgångar
7213,1308,NONE,Övriga anläggningstillgångar
7213,1309,NONE,Övriga anläggningstillgångar
7213,1310,NONE,Övriga anläggningstillgångar
7213,1311,NONE,Övriga anläggningstillgångar
7213,1312,NONE,Övriga anläggningstillgångar
7213,1313,NONE,Övriga anläggningstillgångar
7213,1314,NONE,Övriga anläggningstillgångar
7213,1315,NONE,Övriga anläggningstillgångar
7213,1316,NONE,Övriga anläggningstillgångar
7213,1317,NONE,Övriga anläggningstillgångar
7213,1318,NONE,Övriga anläggningstillgångar
7213,1319,NONE,Övriga anläggningstillgångar
7213,1320,NONE,Övriga anläggningstillgångar
7213,1321,NONE,Övriga anläggningstillgångar
7213,1322,NONE,Övriga anläggningstillgångar
7213,1323,NONE,Övriga anläggningstillgångar
7213,1324,NONE,Övriga anläggningstillgångar
7213,1325,NONE,Övriga anläggningstillgångar
7213,1326,NONE,Övriga anläggningstillgångar
7213,1327,NONE,Övriga anläggningstillgångar
7213,1328,NONE,Övriga anläggningstillgångar
7213,1329,NONE,Övriga anläggningstillgångar
7213,1330,NONE,Övriga anläggningstillgångar
7213,1331,NONE,Övriga anläggningstillgångar
7213,1332,NONE,Övriga anläggningstillgångar
7213,1333,NONE,Övriga anläggningstillgångar
7213,1334,NONE,Övriga anläggningstillgångar
7213,1335,NONE,Övriga anläggningstillgångar
7213,1336,NONE,Övriga anläggningstillgångar
7213,1337,NONE,Övriga anläggningstillgångar
7213,1338,NONE,Övriga anläggningstillgångar
7213,1339,NONE,Övriga anläggningstillgångar
7213,1340,NONE,Övriga anläggningstillgångar
7213,1341,NONE,Övriga anläggningstillgångar
7213,1342,NONE,Övriga anläggningstillgångar
7213,1343,NONE,Övriga anläggningstillgångar
7213,1344,NONE,Övriga anläggningstillgångar
7213,1345,NONE,Övriga anläggningstillgångar
7213,1346,NONE,Övriga anläggningstillgångar
7213,1347,NONE,Övriga anläggningstillgångar
7213,1348,NONE,Övriga anläggningstillgångar
7213,1349,NONE,Övriga anläggningstillgångar
7213,1350,NONE,Övriga anläggningstillgångar
7213,1351,NONE,Övriga anläggningstillgångar
7213,1352,NONE,Övriga anläggningstillgångar
7213,1353,NONE,Övriga anläggningstillgångar
7213,1354,NONE,Övriga anläggningstillgångar
7213,1355,NONE,Övriga anläggningstillgångar
7213,1356,NONE,Övriga anläggningstillgångar
7213,1357,NONE,Övriga anläggningstillgångar
7213,1358,NONE,Övriga anläggningstillgångar
7213,1359,NONE,Övriga anläggningstillgångar
7213,1360,NONE,Övriga anläggningstillgångar
7213,1361,NONE,Övriga anläggningstillgångar
7213,1362,NONE,Övriga anläggningstillgångar
7213,1363,NONE,Övriga anläggningstillgångar
7213,1364,NONE,Övriga anläggningstillgångar
7213,1365,NONE,Övriga anläggningstillgångar
7213,1366,NONE,Övriga anläggningstillgångar
7213,1367,NONE,Övriga anläggningstillgångar
7213,1368,NONE,Övriga anläggningstillgångar
7213,1369,NONE,Övriga anläggningstillgångar
7213,1370,NONE,Övriga anläggningstillgångar
7213,1371,NONE,Övriga anläggningstillgångar
7213,1372,NONE,Övriga anläggningstillgångar
7213,1373,NONE,Övriga anläggningstillgångar
7213,1374,NONE,Övriga anläggningstillgångar
7213,1375,NONE,Övriga anläggningstillgångar
7213,1376,NONE,Övriga anläggningstillgångar
7213,1377,NONE,Övriga anläggningstillgångar
7213,1378,NONE,Övriga anläggningstillgångar
7213,1379,NONE,Övriga anläggningstillgångar
7213,1380,NONE,Övriga anläggningstillgångar
7213,1381,NONE,Övriga anläggningstillgångar
7213,1382,NONE,Övriga anläggningstillgångar
7213,1383,NONE,Övriga anläggningstillgångar
7213,1384,NONE,Övriga anläggningstillgångar
7213,1385,NONE,Övriga anläggningstillgångar
7213,1386,NONE,Övriga anläggningstillgångar
7213,1387,NONE,Övriga anläggningstillgångar
7213,1388,NONE,Övriga anläggningstillgångar
7213,1389,NONE,Övriga anläggningstillgångar
7213,1390,NONE,Övriga anläggningstillgångar
7213,1391,NONE,Övriga anläggningstillgångar
7213,1392,NONE,Övriga anläggningstillgångar
7213,1393,NONE,Övriga anläggningstillgångar
7213,1394,NONE,Övriga anläggningstillgångar
7213,1395,NONE,Övriga anläggningstillgångar
7213,1396,NONE,Övriga anläggningstillgångar
7213,1397,NONE,Övriga anläggningstillgångar
7213,1398,NONE,Övriga anläggningstillgångar
7213,1399,NONE,Övriga anläggningstillgångar
7240,1400,NONE,Varulager
7240,1401,NONE,Varulager
7240,1402,NONE,Varulager
7240,1403,NONE,Varulager
7240,1404,NONE,Varulager
7240,1405,NONE,Varulager
7240,1406,NONE,Varulager
7240,1407,NONE,Varulager
7240,1408,NONE,Varulager
7240,1409,NONE,Varulager
7240,1410,NONE,Varulager
7240,1411,NONE,Varulager
7240,1412,NONE,Varulager
7240,1413,NONE,Varulager
7240,1414,NONE,Varulager
7240,1415,NONE,Varulager
7240,1416,NONE,Varulager
7240,1417,NONE,Varulager
7240,1418,NONE,Varulager
7240,1419,NONE,Varulager
7240,1420,NONE,Varulager
7240,1421,NONE,Varulager
7240,1422,NONE,Varulager
7240,1423,NONE,Varulager
7240,1424,NONE,Varulager
7240,1425,NONE,Varulager
7240,1426,NONE,Varulager
7240,1427,NONE,Varulager
7240,1428,NONE,Varulager
7240,1429,NONE,Varulager
7240,1430,NONE,Varulager
7240,1431,NONE,Varulager
7240,1432,NONE,Varulager
7240,1433,NONE,Varulager
7240,1434,NONE,Varulager
7240,1435,NONE,Varulager
7240,1436,NONE,Varulager
7240,1437,NONE,Varulager
7240,1438,NONE,Varulager
7240,1439,NONE,Varulager
7240,1440,NONE,Varulager
7240,1441,NONE,Varulager
7240,1442,NONE,Varulager
7240,1443,NONE,Varulager
7240,1444,NONE,Varulager
7240,1445,NONE,Varulager
7240,1446,NONE,Varulager
7240,1447,NONE,Varulager
7240,1448,NONE,Varulager
7240,1449,NONE,Varulager
7240,1450,NONE,Varulager
7240,1451,NONE,Varulager
7240,1452,NONE,Varulager
7240,1453,NONE,Varulager
7240,1454,NONE,Varulager
7240,1455,NONE,Varulager
7240,1456,NONE,Varulager
7240,1457,NONE,Varulager
7240,1458,NONE,Varulager
7240,1459,NONE,Varulager
7240,1460,NONE,Varulager
7240,1461,NONE,Varulager
7240,1462,NONE,Varulager
7240,1463,NONE,Varulager
7240,1464,NONE,Varulager
7240,1465,NONE,Varulager
7240,1466,NONE,Varulager
7240,1467,NONE,Varulager
7240,1468,NONE,Varulager
7240,1469,NONE,Varulager
7240,1470,NONE,Varulager
7240,1471,NONE,Varulager
7240,1472,NONE,Varulager
7240,1473,NONE,Varulager
7240,1474,NONE,Varulager
7240,1475,NONE,Varulager
7240,1476,NONE,Varulager
7240,1477,NONE,Varulager
7240,1478,NONE,Varulager
7240,1479,NONE,Varulager
7240,1480,NONE,Varulager
7240,1481,NONE,Varulager
7240,1482,NONE,Varulager
7240,1483,NONE,Varulager
7240,1484,NONE,Varulager
7240,1485,NONE,Varulager
7240,1486,NONE,Varulager
7240,1487,NONE,Varulager
7240,1488,NONE,Varulager
7240,1489,NONE,Varulager
7240,1490,NONE,Varulager
7240,1491,NONE,Varulager
7240,1492,NONE,Varulager
7240,1493,NONE,Varulager
7240,1494,NONE,Varulager
7240,1495,NONE,Varulager
7240,1496,NONE,Varulager
7240,1497,NONE,Varulager
7240,1498,NONE,Varulager
7240,1499,NONE,Varulager
7250,1500,NONE,Kundfordringar
7250,1501,NONE,Kundfordringar
7250,1502,NONE,Kundfordringar
7250,1503,NONE,Kundfordringar
7250,1504,NONE,Kundfordringar
7250,1505,NONE,Kundfordringar
7250,1506,NONE,Kundfordringar
7250,1507,NONE,Kundfordringar
7250,1508,NONE,Kundfordringar
7250,1509,NONE,Kundfordringar
7250,1510,NONE,Kundfordringar
7250,1511,NONE,Kundfordringar
7250,1512,NONE,Kundfordringar
7250,1513,NONE,Kundfordringar
7250,1514,NONE,Kundfordringar
7250,1515,NONE,Kundfordringar
7250,1516,NONE,Kundfordringar
7250,1517,NONE,Kundfordringar
7250,1518,NONE,Kundfordringar
7250,1519,NONE,Kundfordringar
7250,1520,NONE,Kundfordringar
7250,1521,NONE,Kundfordringar
7250,1522,NONE,Kundfordringar
7250,1523,NONE,Kundfordringar
7250,1524,NONE,Kundfordringar
7250,1525,NONE,Kundfordringar
7250,1526,NONE,Kundfordringar
7250,1527,NONE,Kundfordringar
7250,1528,NONE,Kundfordringar
7250,1529,NONE,Kundfordringar
7250,1530,NONE,Kundfordringar
7250,1531,NONE,Kundfordringar
7250,1532,NONE,Kundfordringar
7250,1533,NONE,Kundfordringar
7250,1534,NONE,Kundfordringar
7250,1535,NONE,Kundfordringar
7250,1536,NONE,Kundfordringar
7250,1537,NONE,Kundfordringar
7250,1538,NONE,Kundfordringar
7250,1539,NONE,Kundfordringar
7250,1540,NONE,Kundfordringar
7250,1541,NONE,Kundfordringar
7250,1542,NONE,Kundfordringar
7250,1543,NONE,Kundfordringar
7250,1544,NONE,Kundfordringar
7250,1545,NONE,Kundfordringar
7250,1546,NONE,Kundfordringar
7250,1547,NONE,Kundfordringar
7250,1548,NONE,Kundfordringar
7250,1549,NONE,Kundfordringar
7250,1550,NONE,Kundfordringar
7250,1551,NONE,Kundfordringar
7250,1552,NONE,Kundfordringar
7250,1553,NONE,Kundfordringar
7250,1554,NONE,Kundfordringar
7250,1555,NONE,Kundfordringar
7250,1556,NONE,Kundfordringar
7250,1557,NONE,Kundfordringar
7250,1558,NONE,Kundfordringar
7250,1559,NONE,Kundfordringar
7250,1560,NONE,Kundfordringar
7250,1561,NONE,Kundfordringar
7250,1562,NONE,Kundfordringar
7250,1563,NONE,Kundfordringar
7250,1564,NONE,Kundfordringar
7250,1565,NONE,Kundfordringar
7250,1566,NONE,Kundfordringar
7250,1567,NONE,Kundfordringar
7250,1568,NONE,Kundfordringar
7250,1569,NONE,Kundfordringar
7250,1570,NONE,Kundfordringar
7250,1571,NONE,Kundfordringar
7250,1572,NONE,Kundfordringar
7250,1573,NONE,Kundfordringar
7250,1574,NONE,Kundfordringar
7250,1575,NONE,Kundfordringar
7250,1576,NONE,Kundfordringar
7250,1577,NONE,Kundfordringar
7250,1578,NONE,Kundfordringar
7250,1579,NONE,Kundfordringar
7250,1580,NONE,Kundfordringar
7250,1581,NONE,Kundfordringar
7250,1582,NONE,Kundfordringar
7250,1583,NONE,Kundfordringar
7250,1584,NONE,Kundfordringar
7250,1585,NONE,Kundfordringar
7250,1586,NONE,Kundfordringar
7250,1587,NONE,Kundfordringar
7250,1588,NONE,Kundfordringar
7250,1589,NONE,Kundfordringar
7250,1590,NONE,Kundfordringar
7250,1591,NONE,Kundfordringar
7250,1592,NONE,Kundfordringar
7250,1593,NONE,Kundfordringar
7250,1594,NONE,Kundfordringar
7250,1595,NONE,Kundfordringar
7250,1596,NONE,Kundfordringar
7250,1597,NONE,Kundfordringar
7250,1598,NONE,Kundfordringar
7250,1599,NONE,Kundfordringar
7260,1600,NONE,Övriga fordringar
7260,1601,NONE,Övriga fordringar
7260,1602,NONE,Övriga fordringar
7260,1603,NONE,Övriga fordringar
7260,1604,NONE,Övriga fordringar
7260,1605,NONE,Övriga fordringar
7260,1606,NONE,Övriga fordringar
7260,1607,NONE,Övriga fordringar
7260,1608,NONE,Övriga fordringar
7260,1609,NONE,Övriga fordringar
7260,1610,NONE,Övriga fordringar
7260,1611,NONE,Övriga fordringar
7260,1612,NONE,Övriga fordringar
7260,1613,NONE,Övriga fordringar
7260,1614,NONE,Övriga fordringar
7260,1615,NONE,Övriga fordringar
7260,1616,NONE,Övriga fordringar
7260,1617,NONE,Övriga fordringar
7260,1618,NONE,Övriga fordringar
7260,1619,NONE,Övriga fordringar
7260,1620,NONE,Övriga fordringar
7260,1621,NONE,Övriga fordringar
7260,1622,NONE,Övriga fordringar
7260,1623,NONE,Övriga fordringar
7260,1624,NONE,Övriga fordringar
7260,1625,NONE,Övriga fordringar
7260,1626,NONE,Övriga fordringar
7260,1627,NONE,Övriga fordringar
7260,1628,NONE,Övriga fordringar
7260,1629,NONE,Övriga fordringar
7260,1630,NONE,Övriga fordringar
7260,1631,NONE,Övriga fordringar
7260,1632,NONE,Övriga fordringar
7260,1633,NONE,Övriga fordringar
7260,1634,NONE,Övriga fordringar
7260,1635,NONE,Övriga fordringar
7260,1636,NONE,Övriga fordringar
7260,1637,NONE,Övriga fordringar
7260,1638,NONE,Övriga fordringar
7260,1639,NONE,Övriga fordringar
7260,1640,NONE,Övriga fordringar
7260,1641,NONE,Övriga fordringar
7260,1642,NONE,Övriga fordringar
7260,1643,NONE,Övriga fordringar
7260,1644,NONE,Övriga fordringar
7260,1645,NONE,Övriga fordringar
7260,1646,NONE,Övriga fordringar
7260,1647,NONE,Övriga fordringar
7260,1648,NONE,Övriga fordringar
7260,1649,NONE,Övriga fordringar
7260,1650,NONE,Övriga fordringar
7260,1651,NONE,Övriga fordringar
7260,1652,NONE,Övriga fordringar
7260,1653,NONE,Övriga fordringar
7260,1654,NONE,Övriga fordringar
7260,1655,NONE,Övriga fordringar
7260,1656,NONE,Övriga fordringar
7260,1657,NONE,Övriga fordringar
7260,1658,NONE,Övriga fordringar
